Text,Label,text_cleaned,text_cleaned_t2e_vader
Don't know why I feel so  today. :/,1,not know feel today,Do not know why I feel so today.
No job. No car. No money. No worth. .... ..... ....... That’s kinda where I am @ right now.,1,job car money worth kinda right now,No job. No car. No money. No worth. .. .. .. That is kinda where I am right now.
"No matter how hard I try, I cannot force her memories from my mind. As much I loved and love her, I don't want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me, she would spend time with me. ",1,matter hard try force memory mind loved love her not want think miss her person need feel way talk me spend time me,"No matter how hard I try, I cannot force her memory from my mind. As much I loved and love her, I do not want to think about how much I miss her. She wa the person I need the most when I feel this way. She would talk to me, she would spend time with me."
I'm  the same way the Jews were depressed right before they LEFT  !!!,1,way jew depressed right left,I am the same way the Jews were depressed right before they LEFT !!
2AM where do i begin? crying off my face again.,1,am begin cry face again,AM where do i begin? cry off my face again.
Just hoping that 2015 will be better. That would be great.   ,1,just hoping better great,Just hoping that will be better. That would be great.
oh crap...I lost $100 on poker games yesterday :(,1,oh crapi lost poker game yesterday,oh crap..I lost on poker game yesterday
"It's turning into a feel like crying night but can't, mmm.  times",1,turning feel like cry night cannot mm time,"It is turning into a feel like cry night but cannot, mm. time"
"Waste of time at the GPs this morning regarding  and  feelings. Given some numbers to call for NHS self referral counselling which has up to a 12 month wait ?? The attitude is a ""get on with it"" or change areas of your life you're not happy with ??",1,waste time gps morning regarding feeling given number nh self referral counselling month wait attitude get it change area life not happy,Waste of time at the GPs this morning regarding and feelings. Given some number to call for NHS self referral counselling which ha up to a month wait ?? The attitude is a get on with it or change area of your life you are not happy with ??
Anyone want to talk? I'm feeling depressed,1,want talk feeling depressed,Anyone want to talk? I am feeling depressed
"I give u all u want &when I say Omg look! I always get late reactions, or you just straight up miss it.   pic.twitter.com/MXifaMocGY",1,u u want when say omg look late reaction just straight miss it,"I give u all u want when I say Omg look! I always get late reactions, or you just straight up miss it."
No haircut today ???«    Work in a bit  smh,1,haircut today work bit smh,No haircut today ?? Work in a bit smh
Can't believe I'm missing my favourite night ??’” ,1,ca not believe missing favourite night,Ca not believe I am missing my favourite night ??
You don't understand  until you can't stand your own presence in an empty room.,1,not understand stand presence room,You do not understand until you cannot stand your own presence in an empty room.
Working New Years Eve ????????,1,working new year eve,Working New Years Eve ??
"I almost rear-ended someone stupidly bad earlier because my brain, and body are so exhausted, mentally and physically. My anxiety has been so bad today. Its been a struggle..   ",1,rearended stupidly bad earlier brain body exhausted mentally physically anxiety bad today struggle,"I almost rear-ended someone stupidly bad earlier because my brain, and body are so exhausted, mentally and physically. My anxiety ha been so bad today. Its been a struggle.."
I honestly don't even wanna go to work.  ,1,honestly not wanna work,I honestly do not even wanna go to work.
Depression and man flu good end to the year,1,depression man flu good end year,Depression and man flu good end to the year
i miss being 13 because now im 17 and,1,miss im,i miss being because now im and
"Nobody understands, I don't even understand most of the time..... ",1,understands not understand time,"Nobody understands, I do not even understand most of the time.."
"My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj    ",1,brain caught bug maybe heart darkness give fucj,"My brain caught a bug, Or maybe it wa my heart, Darkness give a fucj"
Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,1,fighting exboyfriend me need space him maybe did not med me hahahahahaha,Fighting with exboyfriend- Me I need space. Him Maybe if you did not take so many meds.. Me hahahahahaha
