Text,Label,Score,text_cleaned
"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",fear,0.688,pakistan stop cross border terrorism really need solution kashmirissue sir india act
3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,fear,0.688,am hospital elouise water gone panic labour littlesister superexcited
"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",fear,0.688,time written series year checking nightmare
I hate having ideas but being too afraid to share them 😔,fear,0.688,hate having idea afraid share
i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,fear,0.688,let jiho step throat probs afraid hurt
"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",fear,0.685,ban go through harm people disabled veteran people chronicpain iamkratom
Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,fear,0.685,nawaz sharif start unga speech awaken world role sponsoring terrorism
Idk if it's hella hot in here or I'm nervous,fear,0.68,idk hella hot nervous
@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,fear,0.667,reveal tax immediate danger u not answer me afraid
I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,fear,0.667,imagine keeping malice brother shudder sibling estranged
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,fear,0.667,today alarm show unprepared professor student come emergency protocol not know
@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,fear,0.667,think just becz u terror pak nd urself leader u forgot d difference btw leader nd terrorist
"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",fear,0.667,song make turn radio sit silence awful
Do you think humans have the sense for recognizing impending doom? ,fear,0.667,think human sense recognizing impending doom
@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,fear,0.667,indian afraid war n like india war war war war pakistanmustpay
@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,fear,0.667,operation echo gathering momentum tense feelsick excited
Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,fear,0.667,retweeted dr rand paul nnstop fueling middle east arm race worsening horrific refugee crisis yemen
The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,fear,0.667,watch documentary think nightmare dream dreamornightmare
World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,fear,0.667,world facing terrorism terrorist school exist terrorist teacher amp father terrorist motherland
"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",fear,0.667,again profiling doesnt discourage september edt terror trump fail
We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,fear,0.667,ashamed ally you pakistan sacrificed civilian siding war terror
#terror test ................,fear,0.667,terror test
@MrMalky @kwr66 How awful! Switched off!,fear,0.667,awful switched off
bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,fear,0.667,bout read article moving conversation forward homosexuality amp christianity foursquare church nervous
The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,fear,0.667,zika hoax file deet binary chemical weapon targeting brain toxin fear neurological uscitizens insect mammal
Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,fear,0.667,just massive argument alarm today did not want up not know going fix tomorrow morning
@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,fear,0.667,stuck runway diverted fargo continuously told just min past hour foodwater offered awful
"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",fear,0.667,thought angry oompa loompa boggart it boggart presidenttrump nightmare
#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,fear,0.667,naming amp shaming lie vast space bw sanction amp terror statev wait til impose itamp not hv courage
"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",fear,0.667,virtually statement country referred terror main threat peace pak denial
wow if i need to start over on SIF im prob gonna just die,fear,0.667,wow need start sif im prob gonna just die
"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",fear,0.667,body say fuck bitch ai not sleepingn sleep cantsleep drained
I want to slide into the dms but im too fucking shy #shy,fear,0.667,want slide dm im fucking shy shy
@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,fear,0.667,terrible going local fishchip place kirribilli terrible
At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,fear,0.667,unga pakistan clearly show face cowardliness blatant lie time india act terror
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",fear,0.6629999999999999,no yall mean rioting starting business burning looting asshole create blacklivesmatter terrorism
#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.,fear,0.66,india sponsoring terrorism balochistan kulbhushanyadav indian spy agent arrested balochistan pakistani force
"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",fear,0.66,tired people pretending islam not misogynistic religion coincidence muslim country terrible woman
Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear,0.66,question twitter make want despair battered complain not convinced thing better
@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,fear,0.66,struggle real whoa worry younger generation
@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,fear,0.66,he right civil war start wall wall terrorism not fancy muzzy chance
Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,fear,0.66,look massiah youngleadern pakistan massiah terrorism
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall,fear,0.657,absurd laugh right if did not feel like cry future country wakeupcall
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,fear,0.655,absurd laugh right if did not feel like cry future country despair wakeupcall
"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",fear,0.6459999999999999,say word radical islamic terrorist make terror group drop weapon
this Mac update has me some kind of apprehensive.,fear,0.6459999999999999,mac update kind apprehensive
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear,0.6459999999999999,panic attack real fan make mad like dont word explain people
Your boy' is having a nightmare @VivaLaSergio,fear,0.6459999999999999,boy having nightmare
"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",fear,0.6459999999999999,feel like house u basic requirement have literally option discouraged
@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,fear,0.6459999999999999,terrorism not way life united etates not islam brought here islamexposed islambacon
Now #India is #afraid of #bad #terrorism.,fear,0.6459999999999999,india afraid bad terrorism
@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,fear,0.6459999999999999,course day potential leadership excited nervous proud
ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,fear,0.6459999999999999,ugh worst did not read month school unit test friday awe man
