Text,Label,text_cleaned_ecpe
"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)",1,"After diagnosis the following day, I was in total denial. How could I be ? Me? My ego & denial instructed me to do Reverse search of myself. (This time I was on antidepressants) At least I knew what I was doing. (But with a swollen mind)"
Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. ,1,Here I go again.. No sleep leads to overthinking. And now I have to deal with people again.
"..I know he wouldn't want me to cry or be , I heard that a million times along the way, but it's easier said then done. Miss him.",1,"..I know he would not want me to cry or be , I heard that a million times along the way, but it is easier said then done. Miss him."
I feel so attacked all the time ??,1,I feel so attacked all the time ??
I truly wonder what is wrong with me? I try my best to do what makes you happy yet it doesn’t. Maybe I’m not the one YOU want and it kills me to think that.... maybe you’re in love with someone else and not me...,1,I truly wonder what is wrong with me? I try my best to do what makes you happy yet it does not. Maybe I am not the one YOU want and it kills me to think that.. maybe you are in love with someone else and not me..
"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ",1,"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015."
Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while...What happened to them? ????    pic.twitter.com/lWtx4Ucqy8,1,Feeling kind of blue today. A good acquaintance from long back has not answered messages on any of their media platforms in a while..What happened to them? ??
#sadness #cry 💔 dad will never understand his 3rd child,1,sadness cry dad will never understand his 3rd child
"Internet on point,Channel O on point ",1,"Internet on point,Channel O on point"
"Given the answers after it doesn't matter =   at the bottom, not a single Christian friend.  what now?",1,"Given the answers after it does not matter = at the bottom, not a single Christian friend. what now?"
@mandersonmsp84 @jamadoria I'm in tears. This is so heartbreaking 😭,1,I am in tears. This is so heartbreaking
"Sucks that the only place I can go to if I can’t handle , is the one I don’t feel safe in.   And the only person I can _try_ to ask help if I need it, is the one I don’t trust.",1,"Sucks that the only place I can go to if I cannot handle , is the one I do not feel safe in. And the only person I can _try_ to ask help if I need it, is the one I do not trust."
It's very hard to feel better because it's been so long that I don't remember what better felt like!!,1,It is very hard to feel better because it is been so long that I do not remember what better felt like!!
"She didn't go out with anybody. She died. It's really hard to accept sometimes. I feel lonely. I feel lost. I feel like I don't have anybody there for me anymore... who can pick up the slack, when I'm lacking. I guess that I'm glad she's not in pain. I sure miss her. ",1,"She did not go out with anybody. She died. It is really hard to accept sometimes. I feel lonely. I feel lost. I feel like I do not have anybody there for me anymore.. who can pick up the slack, when I am lacking. I guess that I am glad she is not in pain. I sure miss her."
I want to give up. I want to go home. I feel like nothing and I'll never heal.   ,1,I want to give up. I want to go home. I feel like nothing and I will never heal.
Thank you everyone for your support. I've been struggling with a lot and you've really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too,1,Thank you everyone for your support. I have been struggling with a lot and you have really helped me feel a bit more human and a bit less alone. I hope you guys are feeling less alone too
Been super  maintaining control & not comfort eating toxifying my body; Rationally i know i'm just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..weee!  pic.twitter.com/K3maSdAzrT,1,Been super maintaining control & not comfort eating toxifying my body; Rationally i know i am just hormone cycling but the pain sucks so much will take a few wks for endorphins to replenish; Chanting & sleeping most of week .. Netflix & chill in bed .. repeat ..wee!
Stuck in traffic prime minister narendra modi visit in pune  ,1,Stuck in traffic prime minister narendra modi visit in pune
How many times I went through Hell? I can't remember ???????? cause I've been there to many times,1,How many times I went through Hell? I cannot remember ?? cause I have been there to many times
"I am going to try and get some sleep. Not sure if i will be on tomorrow, ",1,"I am going to try and get some sleep. Not sure if i will be on tomorrow,"
I can’t Take it ????    pic.twitter.com/vXqNH9NjH6,1,I cannot Take it ??
Fuck surgery. Fuck laying here watching days pass. I'll just sleep through New Year's Eve. ,1,Fuck surgery. Fuck laying here watching days pass. I will just sleep through New Year is Eve.
Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that,1,Depression is like wearing a one of those weighted blankets- makes it feel real good to lay in bed for 16 hours but also makes it pretty exhausting to do anything outside of that
It is not a beautiful day as usual.,1,It is not a beautiful day as usual.
