Text,Label,text_cleaned
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1,feel like waiting not going happen
"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦",0,billion written thoughtprovoking mind illuminating book unite connect save humanity
"I almost died when i was a baby because i was in the womb for an additional month, i went  while in the womb and it burned my skin, went in my mouth and i stewed in it for a while. I had to be rushed to NICU and they put tubes in me. Sometimes i wish i didnt make it ",1,died baby womb additional month went womb burned skin went mouth stewed while rushed nicu tube me wish didnt make
Why can't I go Super Saiyan? ,0,super saiyan
Talking about my sexuality like its a wildfire. ,1,talking sexuality like wildfire
"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ",1,hard today grateful hoped progress recovery so let
I just want soccer season baaaack???­???­???­ ,0,just want soccer season baack
It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,1,amazonprimeday broke reality just day depressing
@Villesportslaw You are way late to the party my friend. We were all over this yesterday... #hilarious,0,way late party friend yesterday hilarious
@JeannePaulShop @CrocBead This is such a pleasing color palette!,0,pleasing color palette
I hate a tease!! First you get my hopes up and then you act like it’s all fine and then nothing. You just freeze on me and leave me all alone in silence. It so very rude. I hate you Xbox live,0,hate tease hope act like fine nothing just freeze leave silence rude hate xbox live
"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1,friend list problem need friend make
Who's Your Cat Daddy!?\n\n#cats #love #instagood #photooftheday #beautiful #cute #happy #fashion #follo ...,0,cat daddynn cat love instagood photooftheday beautiful cute happy fashion follo
"This morning, watched a hummingbird, two cardinals, a bunch of finches, a large bunny, and a baby bunny all feasting in the backyard. #happy",0,morning watched hummingbird cardinal bunch finch large bunny baby bunny feasting backyard happy
thank god this year is over tonight I hated this year so much had very bad year this year fuckd up year   ???¢??????’”???‰,1,thank god year tonight hated year bad year year fuckd year
Some people just need to learn how to #smile 😁 and #laugh 😂😂 #live #life,0,people just need learn smile laugh live life
Don't you want to be my girl ?   ,0,not want girl
Trying my best to function as a normal human being. Feeling like a zombie.  ,1,trying best function normal human being feeling like zombie
Leaving in 2 days    ??’”??’”???­???­???­???­???­???­???­???­???­???­,0,leaving day
It's been a strange year. I beat  at last. I started 2 believe that  it really is2017 I'm ready ???…,0,strange year beat last started believe really is ready
is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,0,news lot treating condition it contact learn more
"I lost a bet to my nephew, Lucas! This is what I'm wearing for the rest of the day.   pic.twitter.com/Y1H0s3lTmO",0,lost bet nephew lucas wearing rest day
It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0,minute arrives month begin look speak problem
Well another day almost gone. So crawling back into my hole and hiding now.,1,day gone crawling hole hiding now
madly in love with the love of @ActionBronson for food. &lt;3  &lt;3  &lt;3  #fuckthatis,0,madly love love food lt lt lt fuckthatis
"10:48   Would it be considered getting dressed if I put on a bra and jeans? I could remove the robe too... brush my hair?  Mood low, so it was a temporary elevation. I wish I could have enjoyed it.   ",1,considered getting dressed bra jean remove robe too brush hair mood low temporary elevation wish enjoyed it
I feel like I'm annoying like Always…,1,feel like annoying like
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1,thing make sad think life much key distracted
I'll just stay in bed today,1,just stay bed today
"Would love to stop crying sometime today, on my tenth cry 🙄 deep sadness on top of food poisoning do not mix. #miserable",1,love stop cry today tenth deep sadness food poisoning not mix miserable
And so she drinks to numb the pain away because it's easier this way. This way she has control.  ,0,drink numb pain away easier way way control
How many times I went through Hell? I can't remember ???????? cause I've been there to many times,1,time went hell remember cause time
Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 🤔,0,glass half half full just grateful glass itn optimism
Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,0,horny anyone horny bi sex london snapchat gaysnap hornysnap snapchatgay snapchathorny gaysnapchat hornysnapchat snapgay snap
"For all of those who suffer from   and find NYE difficult, I know we can get through it together.",0,suffer nye difficult know together
Go harder when everyone else has had enough. #relentless #Cleaner,0,harder enough relentless cleaner
"Suicide, at 50-year peak    pic.twitter.com/ORXFwCDC6G",0,suicide year peak
You know things are bad when your emotions slide because WordPress blocks one of your blog posts.  ,0,know thing bad emotion slide wordpress block blog post
Today just isn't a good day for me. :( ,1,today just not good day me
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0,arm waist hand crouch pull with back jean ankle inside
"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0,question follower ready few directed you not shy respond can
Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com/an8NoNTB6r,1,music refuge crawl space note curl loneliness
@IvankaTrump What's up w the profile pic?? ,0,w profile pic
Its 2:37 & I event left nor have I ate....,0,event left ate
"when ur really  on xmas eve :,)",0,ur really xmas eve
How can someone who truly believes that there’s absolutely no reason for them being here have the strength to keep living?,1,truly belief absolutely reason strength living
Why is it always my fault? ???­???­ I'm so done with life.  I can't do anything right. ???¢   pic.twitter.com/pYOcCC9QbE,1,fault life right
I just want someone to look at me and be proud...I want to feel loved again...,1,just want look proudi want feel loved again
"No matter how hard I try, I cannot force her memories from my mind. As much I loved and love her, I don't want to think about how much I miss her. She was the person I need the most when I feel this way. She would talk to me, she would spend time with me. ",1,matter hard try force memory mind loved love her not want think miss her person need feel way talk me spend time me
Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired ,1,ca not sleep awake hour not come answer stressed cantsleep sotired
"So hard to fight the , especially during a chilly night with crickets singing!",1,hard fight especially chilly night cricket singing
I just don't want to participate anymore.,1,just not want participate anymore
It's my 21st today. And about 3% people actually give a damn.,1,st today people actually damn
Sister and her boyfriend in one bed and here I am by myself in the other ??™ƒ??™„ ,1,sister boyfriend bed
