Text,Label,text_cleaned
Dropping son off this morning then shopping with my girls for shoes wedding fun this afternoon.  Your TL won't explode today.  😀,0,dropping son morning shopping girl shoe wedding fun afternoon tl not explode today
So happy I get paid tomorrow so I can sort my bloody hair out before holiday ,0,happy paid tomorrow sort bloody hair holiday
Can't believe I've had 9 days off already and that I'm back to work tomorrow! ,0,ca not believe day work tomorrow
??’•it will be ok ??’•    pic.twitter.com/di7n1sDxAS,0,it ok
Happy #NationalFrenchFryDay ! Although I'm not so in the fried thing but I like have a frie once in a while! Have a #beautiful #thursday !❤,0,happy nationalfrenchfryday not fried thing like frie while beautiful thursday
"41 year old woman wth chronic pain,  and  ""I've noticed that I'm not breaking down crying everyday, my mood seems to be more positive and the intense, intrusive thoughts aren't as strong. It's only been 6 micro doses but I feel like I'm seeing some improvement.""  pic.twitter.com/CFTdb6q2ka",1,year old woman wth chronic pain i noticed not breaking cry everyday mood positive intense intrusive thought not strong micro dos feel like seeing improvement
"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3",0,year ago ft air en route australia dubai
"@Karma_cutie aw, you make me smile, too.😉😘",0,aw make smile too
" - worst day, 13 July, occasion-  final , min-  ..i couldn't eat my food for days..the sleep was gone.  ",0,worst day july occasion final min i not eat food daysthe sleep gone
Adam Sandler is actually super hilarious &amp; all his movies are funny &amp; heartwarming,0,adam sandler actually super hilarious amp movie funny amp heartwarming
Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!,0,hello twitter tweet going bit gushy look away feeling bilious
Nooooo  will crack the 10 point mark in the 4th quarter ,0,noo crack point mark th quarter
Living downtown for the first time while #tiff is happening. Schedule is out today! #excitement #thechildrenact #StanleyTucci #EmmaThompson,0,living downtown time tiff happening schedule today excitement thechildrenact stanleytucci emmathompson
I hate it I hate it I hate it I hate it I HATE IT LIFE I HATE   ,1,hate hate hate hate hate life hate
"If you are living with , , don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.",0,living not fall socalled cure peddler twitter seek professional medical help
 -The moment you realize that they're still making country music.,0,the moment realize making country music
People are truly #amazing. #inspiring day,0,people truly amazing inspiring day
: this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck,1,year fuckd wait hated year depressed hard time getting fuck
Your inner bitch will do all she can to convince you that everything is hopeless and you are beyond . She loves you being  cos she has a captive audience to listen to her negativity. Don't fall for her BS! Nothing is ever as hopeless as she makes out.  pic.twitter.com/dBXeDgF3eR,0,inner bitch convince hopeless love co captive audience listen negativity not fall b hopeless make out
"   I do not know anymore who I am in life because of my parents . I don’t know if I still own my life the fact I feel shallow. Why does life always seem to be unfair , to the point u feel nothing.",1,not know anymore life parent not know life fact feel shallow doe life unfair point u feel nothing
You know you chose a good husband when he prepares lunch for you early in the morning 💞 #tears,0,know chose good husband prepares lunch early morning tear
"When bad dreams come true, got me feeling like Crapulet ",1,bad dream come true got feeling like crapulet
"Suffering from serious depression ????  Sucks my plans, times everything ????   ",1,suffering depression suck plan time
Snorkel time #fury key west,0,snorkel time fury key west
"Quite glad for a spot of rain, and happy it held off until ‘lunch’ so daughter no1 could enjoy circus antics at school this am.",0,quite glad spot rain happy held lunch daughter no enjoy circus antic school am
Hey what s up family I'm having depression for dinner,0,hey s family having depression dinner
Why can't I go Super Saiyan? ,0,super saiyan
Wishing you a blessed and happy morning. Glad to be here. Do you🤔 and brighten someone's day in your pursuit of happiness.,0,wishing blessed happy morning glad here brighten day pursuit happiness
Laughter is an instant vacation\nTake a vacation now\n#vacation #laughter #happy #AlenaNaron #LifeCoach #Positvity,0,laughter instant vacationntake vacation nown vacation laughter happy alenanaron lifecoach positvity
I'm so in love with that smile of yours🖤.,0,love smile yours
I'm not  or . I always grow my toenails out and don't shave. Duh.,0,not grow toenail not shave duh
the  people are the  ones..,0,people one
In the gym trying to clear my mind. ,0,gym trying clear mind
"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? ",1,depressionsucks wish anyone justsucks tired controlling life really am
So over new years think I'm just going to sleep into the new year.  ,0,new year think just going sleep new year
What do we expect from a system where health care and education are among the most profitable commercial businesses?!,0,expect health care education profitable commercial business
And literally 30 or more things that was the reason to live and how to not be  but wasn't really AT ALL. A++ for intent tho.,1,literally thing reason live not not really all a intent tho
"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",0,dont sink level insult you rather rise level inspire you deliver result not insult
A lot of people but they don't know me well.,1,lot people not know well
@KerryKatona7 Stunner cute like her mum 😃,0,stunner cute like mum
"So, apart from one 10 minute medical appointment, I haven't seen or spoken to another person since Sunday.   ",1,so apart minute medical appointment not seen spoken person sunday
IN The heart of every Human being there's is a sense of  which cannot be put out expect by being close to Allah,0,heart human sense expect close allah
"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",1,listen tell wonderful christmas wa dinner game etc asked mine
I went to church with my mom and a huge chunk of the sermon was basically “if you’re  it’s because your faith is weak” and ... this is why I don’t go to church or tell my mom I’m on antidepressants ???????,1,went church mom huge chunk sermon basically faith weak not church tell mom antidepressant
You can't stay mad at someone who makes you smile.,0,stay mad make smile
Let me just sit here and wallow in self pity ,1,let just sit wallow self pity
Timmy said I changed  I'm depressed eboy now,0,timmy said changed depressed eboy
11:05 on a Saturday and im home alone watching Eragon.  ,0,saturday im home watching eragon
Sometimes I wonder if Tom Selleck ever thinks about me and then I remember that Tom Selleck has absolutely no idea who I am.,0,wonder tom selleck think remember tom selleck absolutely idea am
"Feeling okish one minute then ?? for no reason what's so ever. Psychiatrist was right chronic depression gives no warnings, mood just dips when it feels like it.  Top it off anxiety is at a high too.  ",1,feeling okish minute reason ever psychiatrist right chronic depression give warning mood just dip feel like it anxiety high too
It's my time to shine 😅,0,time shine
I’m watching my show and its still not keeping my  depression and anxiety at bay. This stress is crushing me :(,1,watching not keeping depression anxiety bay stress crushing
I guess it's because I'm not feeling well that I feel so low.  Throat is starting to flare and I can't cope with it right now.,1,guess not feeling feel low throat starting flare cope right now
yeah I watch depressing films like cyberbully because I'm sad and I can connect with it  ,1,yeah watch depressing film like cyberbully sad connect
